,Territorio,NC_   -  0,NC_  0- 10,NC_ 10- 15,NC_ 15- 26,NC_ 26- 55,NC_ 55- 75,NC_ 75-120,NC_120-inf,Income_tot
5220,Polinago,0.0,320.0,217.0,408.0,239.0,11.0,13.0,5.0,23505259.0
5221,Polino,0.0,36.0,22.0,50.0,41.0,0.0,0.0,0.0,2720589.0
5222,Polistena,0.0,2732.0,936.0,1445.0,694.0,59.0,41.0,14.0,86450494.0
5223,Polizzi Generosa,0.0,969.0,441.0,441.0,200.0,11.0,6.0,0.0,26466207.0
5224,Polla,0.0,1359.0,534.0,732.0,508.0,29.0,34.0,19.0,52986075.0
5225,Pollein,0.0,269.0,167.0,375.0,300.0,13.0,10.0,6.0,24143449.0
5226,Pollena Trocchia,0.0,2442.0,815.0,1830.0,1361.0,106.0,64.0,18.0,120221829.0
5227,Pollenza,0.0,1259.0,714.0,1640.0,833.0,73.0,57.0,20.0,89183197.0
5228,Pollica,0.0,740.0,216.0,271.0,226.0,28.0,23.0,10.0,26220467.0
5229,Pollina,0.0,843.0,370.0,485.0,238.0,12.0,7.0,0.0,27528685.0
5230,Pollone,0.0,379.0,194.0,496.0,352.0,62.0,45.0,40.0,41555062.0
5231,Pollutri,0.0,576.0,272.0,502.0,195.0,12.0,0.0,0.0,23304942.0
5232,Polonghera,0.0,193.0,131.0,278.0,170.0,16.0,13.0,9.0,17473535.0
5233,Polpenazze del Garda,0.0,545.0,274.0,549.0,521.0,52.0,53.0,41.0,51845505.0
5234,Polverara,0.0,481.0,297.0,857.0,611.0,56.0,35.0,12.0,53939205.0
5235,Polverigi,0.0,699.0,420.0,1232.0,796.0,66.0,55.0,14.0,72577149.0
5236,Pomarance,0.0,996.0,478.0,1276.0,1182.0,42.0,18.0,7.0,81859089.0
5237,Pomaretto,0.0,169.0,131.0,280.0,162.0,8.0,0.0,0.0,13977027.0
5238,Pomarico,0.0,1138.0,463.0,708.0,255.0,10.0,9.0,0.0,34657930.0
5239,Pomaro Monferrato,0.0,69.0,49.0,84.0,38.0,5.0,4.0,0.0,4507465.0
5240,Pomarolo,0.0,378.0,224.0,679.0,481.0,29.0,20.0,11.0,40526271.0
5241,Pombia,0.0,360.0,212.0,496.0,365.0,33.0,13.0,6.0,32249523.0
5242,Pomezia,0.0,12283.0,5537.0,11811.0,10777.0,753.0,458.0,145.0,859124468.0
5243,Pomigliano d'Arco,5.0,7099.0,2822.0,6473.0,5070.0,360.0,255.0,73.0,431816912.0
5244,Pompei,0.0,5356.0,1968.0,3253.0,2392.0,190.0,160.0,54.0,246890443.0
5245,Pompeiana,0.0,187.0,89.0,169.0,107.0,10.0,6.0,0.0,10196071.0
5246,Pompiano,0.0,582.0,337.0,989.0,558.0,32.0,20.0,16.0,53079322.0
5247,Pomponesco,0.0,264.0,168.0,428.0,287.0,16.0,29.0,8.0,27925171.0
5248,Pompu,0.0,70.0,27.0,30.0,16.0,0.0,0.0,0.0,1775771.0
5249,Poncarale,0.0,837.0,424.0,1336.0,898.0,69.0,57.0,15.0,79338083.0
5250,Ponderano,0.0,611.0,378.0,1125.0,616.0,57.0,45.0,10.0,61280274.0
5251,Ponna,0.0,85.0,22.0,31.0,29.0,0.0,0.0,0.0,2246301.0
5252,Ponsacco,0.0,2689.0,1527.0,3920.0,2116.0,148.0,117.0,44.0,211017577.0
5253,Ponso,0.0,450.0,257.0,657.0,332.0,32.0,10.0,4.0,33434194.0
5254,Pont Canavese,0.0,497.0,289.0,939.0,491.0,31.0,13.0,5.0,45445299.0
5255,Pont-Saint-Martin,0.0,673.0,321.0,937.0,667.0,54.0,25.0,10.0,56750773.0
5256,Pontassieve,0.0,3350.0,1990.0,5307.0,3651.0,300.0,222.0,66.0,329114598.0
5257,Pontboset,0.0,27.0,20.0,53.0,28.0,0.0,0.0,0.0,2356865.0
5258,Ponte,0.0,635.0,233.0,368.0,287.0,24.0,8.0,0.0,25519069.0
5259,Ponte Buggianese,0.0,1810.0,987.0,2178.0,1060.0,70.0,45.0,17.0,112118899.0
5260,Ponte Gardena/Waidbruck,0.0,24.0,17.0,47.0,42.0,0.0,0.0,0.0,2740834.0
5261,Ponte Lambro,0.0,679.0,350.0,1181.0,657.0,61.0,49.0,16.0,65021864.0
5262,Ponte Nizza,0.0,154.0,102.0,197.0,144.0,5.0,8.0,0.0,11957650.0
5263,Ponte Nossa,0.0,296.0,186.0,558.0,279.0,14.0,11.0,6.0,27241605.0
5264,Ponte San Nicolò,0.0,2110.0,1091.0,3264.0,2610.0,270.0,199.0,60.0,228275100.0
5265,Ponte San Pietro,0.0,1938.0,969.0,2864.0,1937.0,173.0,109.0,47.0,177400249.0
5266,Ponte dell'Olio,0.0,861.0,432.0,1282.0,833.0,92.0,39.0,21.0,77935439.0
5267,Ponte di Legno,0.0,457.0,233.0,364.0,267.0,30.0,26.0,19.0,30234952.0
5268,Ponte di Piave,0.0,1602.0,751.0,2091.0,1279.0,144.0,62.0,31.0,127162248.0
5269,Ponte in Valtellina,0.0,426.0,242.0,614.0,409.0,36.0,22.0,8.0,37890735.0
5270,Ponte nelle Alpi,0.0,1233.0,765.0,2540.0,1517.0,104.0,70.0,32.0,137293321.0
5271,Pontebba,0.0,241.0,143.0,380.0,294.0,12.0,4.0,0.0,21803780.0
5272,Pontecagnano Faiano,0.0,6373.0,2746.0,3988.0,2472.0,141.0,117.0,23.0,251488887.0
5273,Pontecchio Polesine,0.0,342.0,202.0,627.0,417.0,25.0,15.0,5.0,35143111.0
5274,Pontechianale,0.0,58.0,31.0,34.0,28.0,0.0,0.0,0.0,2222364.0
5275,Pontecorvo,0.0,2605.0,981.0,2541.0,1498.0,76.0,71.0,12.0,138607942.0
5276,Pontecurone,0.0,588.0,372.0,1040.0,575.0,35.0,17.0,12.0,54072945.0
5277,Pontedassio,0.0,483.0,230.0,532.0,350.0,25.0,14.0,0.0,30312078.0
5278,Pontedera,0.0,5015.0,2597.0,7017.0,4633.0,465.0,350.0,138.0,448000123.0
5279,Pontelandolfo,0.0,760.0,218.0,304.0,243.0,12.0,12.0,0.0,21835026.0
5280,Pontelatone,0.0,421.0,146.0,195.0,148.0,11.0,11.0,0.0,14460333.0
5281,Pontelongo,0.0,699.0,409.0,962.0,466.0,25.0,24.0,6.0,48523221.0
5282,Pontenure,0.0,1000.0,554.0,1795.0,1232.0,87.0,85.0,26.0,110323762.0
5283,Ponteranica,0.0,1107.0,611.0,1581.0,1262.0,153.0,108.0,88.0,129699268.0
5284,Pontestura,0.0,260.0,125.0,362.0,205.0,11.0,12.0,6.0,20406586.0
5285,Pontevico,0.0,1195.0,708.0,2041.0,1019.0,65.0,57.0,19.0,103446774.0
5286,Pontey,0.0,135.0,83.0,224.0,151.0,7.0,0.0,0.0,11859287.0
5287,Ponti,0.0,112.0,58.0,125.0,73.0,4.0,7.0,6.0,8452077.0
5288,Ponti sul Mincio,0.0,488.0,245.0,512.0,325.0,40.0,23.0,14.0,36728387.0
5289,Pontida,0.0,543.0,252.0,848.0,557.0,41.0,32.0,16.0,50918735.0
5290,Pontinia,0.0,3716.0,1947.0,2701.0,1444.0,91.0,35.0,18.0,157007027.0
5291,Pontinvrea,0.0,170.0,88.0,188.0,134.0,12.0,10.0,0.0,11815332.0
5292,Pontirolo Nuovo,0.0,757.0,472.0,1403.0,834.0,71.0,35.0,22.0,80095433.0
5293,Pontoglio,0.0,1256.0,641.0,1799.0,858.0,56.0,41.0,23.0,91083614.0
5294,Pontremoli,0.0,1567.0,753.0,1686.0,1264.0,94.0,59.0,27.0,111147925.0
5295,Ponza,0.0,1226.0,315.0,440.0,337.0,40.0,23.0,15.0,36853811.0
5296,Ponzano Monferrato,0.0,64.0,40.0,80.0,40.0,8.0,0.0,0.0,4217619.0
5297,Ponzano Romano,0.0,253.0,124.0,212.0,130.0,7.0,5.0,0.0,12348324.0
5298,Ponzano Veneto,0.0,1953.0,1024.0,3156.0,2372.0,265.0,196.0,107.0,227316833.0
5299,Ponzano di Fermo,0.0,349.0,173.0,433.0,173.0,19.0,7.0,6.0,20707715.0
5300,Ponzone,0.0,241.0,120.0,224.0,143.0,8.0,8.0,0.0,13460501.0
5301,Popoli,0.0,1028.0,437.0,1021.0,772.0,39.0,35.0,10.0,64017786.0
5302,Poppi,0.0,1168.0,577.0,1596.0,821.0,86.0,42.0,27.0,87563910.0
5303,Porano,0.0,376.0,210.0,395.0,271.0,26.0,26.0,11.0,27682742.0
5304,Porcari,0.0,1518.0,924.0,2047.0,1383.0,108.0,63.0,39.0,128504107.0
5305,Porcia,0.0,2091.0,1280.0,4194.0,3017.0,303.0,242.0,88.0,275612913.0
5306,Pordenone,7.0,8486.0,4263.0,12750.0,10265.0,1312.0,1015.0,509.0,987410056.0
5307,Porlezza,0.0,1395.0,355.0,572.0,334.0,31.0,22.0,16.0,39445771.0
5308,Pornassio,0.0,150.0,71.0,128.0,72.0,6.0,4.0,0.0,7220787.0
5309,Porpetto,0.0,471.0,290.0,658.0,433.0,29.0,18.0,8.0,41533898.0
5310,Portacomaro,0.0,324.0,181.0,498.0,359.0,33.0,21.0,15.0,33289447.0
5311,Portalbera,0.0,247.0,153.0,406.0,252.0,22.0,4.0,5.0,22396915.0
5312,Porte,0.0,171.0,97.0,275.0,169.0,8.0,8.0,6.0,15547675.0
5313,Porte di Rendena,0.0,345.0,196.0,474.0,300.0,24.0,15.0,8.0,28118527.0
5314,Portici,7.0,9741.0,3408.0,7470.0,7625.0,776.0,578.0,168.0,635534708.0
5315,Portico di Caserta,0.0,1460.0,515.0,1050.0,921.0,45.0,37.0,7.0,73361267.0
5316,Portico e San Benedetto,0.0,151.0,112.0,210.0,81.0,7.0,0.0,0.0,9474087.0
5317,Portigliola,0.0,401.0,111.0,138.0,44.0,6.0,0.0,0.0,8153533.0
5318,Porto Azzurro,0.0,1031.0,430.0,695.0,548.0,40.0,34.0,15.0,51212681.0
5319,Porto Ceresio,0.0,730.0,221.0,380.0,277.0,27.0,20.0,8.0,28106924.0
5320,Porto Cesareo,0.0,2094.0,630.0,639.0,454.0,32.0,28.0,8.0,52528715.0
5321,Porto Empedocle,0.0,3490.0,1278.0,1970.0,1317.0,87.0,39.0,13.0,125971061.0
5322,Porto Mantovano,0.0,2458.0,1335.0,4337.0,3325.0,269.0,179.0,62.0,277238466.0
5323,Porto Recanati,0.0,2716.0,1206.0,2626.0,1665.0,169.0,114.0,55.0,171814970.0
5324,Porto San Giorgio,0.0,3491.0,1696.0,3072.0,2376.0,292.0,216.0,122.0,246299727.0
5325,Porto Sant'Elpidio,5.0,5914.0,3252.0,5792.0,2396.0,228.0,185.0,77.0,311666295.0
5326,Porto Tolle,0.0,2818.0,1178.0,2113.0,995.0,61.0,20.0,9.0,110383532.0
5327,Porto Torres,0.0,4602.0,1906.0,4144.0,2511.0,131.0,65.0,17.0,230616927.0
5328,Porto Valtravaglia,0.0,550.0,222.0,442.0,271.0,28.0,21.0,9.0,28561486.0
5329,Porto Viro,0.0,3055.0,1678.0,3675.0,1667.0,120.0,80.0,32.0,186680915.0
5330,Portobuffolè,0.0,120.0,75.0,199.0,113.0,11.0,8.0,5.0,12861167.0
5331,Portocannone,0.0,655.0,253.0,427.0,170.0,4.0,7.0,0.0,20977279.0
5332,Portoferraio,0.0,2666.0,1369.0,2538.0,1935.0,199.0,143.0,52.0,184108743.0
5333,Portofino,0.0,88.0,38.0,78.0,48.0,13.0,16.0,14.0,9556920.0
5334,Portogruaro,4.0,4543.0,2334.0,6008.0,4608.0,465.0,362.0,176.0,426889041.0
5335,Portomaggiore,0.0,2303.0,1520.0,3345.0,1697.0,102.0,73.0,24.0,171622507.0
5336,Portopalo di Capo Passero,0.0,1080.0,500.0,313.0,191.0,15.0,10.0,0.0,25876880.0
5337,Portoscuso,0.0,950.0,434.0,959.0,834.0,32.0,19.0,9.0,63222468.0
5338,Portovenere,0.0,638.0,301.0,736.0,682.0,96.0,92.0,24.0,68375394.0
5339,Portula,0.0,167.0,109.0,460.0,160.0,12.0,8.0,5.0,19084497.0
5340,Posada,0.0,763.0,338.0,501.0,326.0,16.0,10.0,5.0,31479113.0
5341,Posina,0.0,171.0,66.0,150.0,100.0,0.0,0.0,0.0,8036747.0
5342,Positano,0.0,1049.0,519.0,546.0,307.0,60.0,41.0,17.0,44210504.0
5343,Possagno,0.0,408.0,199.0,615.0,268.0,34.0,12.0,6.0,30524669.0
5344,Posta,0.0,189.0,86.0,89.0,64.0,0.0,0.0,0.0,6084115.0
5345,Posta Fibreno,0.0,250.0,110.0,225.0,163.0,10.0,5.0,5.0,14200789.0
5346,Postal/Burgstall,0.0,333.0,181.0,410.0,524.0,65.0,29.0,22.0,41292983.0
5347,Postalesio,0.0,109.0,77.0,148.0,130.0,9.0,0.0,0.0,9503676.0
5348,Postiglione,0.0,705.0,241.0,260.0,126.0,5.0,6.0,0.0,16640910.0
5349,Postua,0.0,78.0,55.0,216.0,90.0,5.0,4.0,0.0,9172520.0
5350,Potenza,8.0,12445.0,5031.0,12579.0,11183.0,960.0,898.0,290.0,956600175.0
5351,Potenza Picena,0.0,3137.0,1769.0,4150.0,1881.0,141.0,103.0,41.0,210484610.0
5352,Pove del Grappa,0.0,531.0,276.0,775.0,545.0,75.0,69.0,34.0,57867469.0
5353,Povegliano,0.0,813.0,482.0,1332.0,916.0,70.0,38.0,13.0,79566428.0
5354,Povegliano Veronese,0.0,1293.0,712.0,1913.0,1333.0,82.0,60.0,24.0,113762253.0
5355,Poviglio,0.0,1080.0,608.0,1847.0,1270.0,122.0,60.0,45.0,117971529.0
5356,Povoletto,0.0,958.0,557.0,1423.0,1019.0,65.0,68.0,14.0,87832141.0
5357,Pozzaglia Sabina,0.0,96.0,44.0,64.0,36.0,4.0,0.0,0.0,3819757.0
5358,Pozzaglio ed Uniti,0.0,209.0,131.0,401.0,268.0,10.0,4.0,0.0,20663011.0
5359,Pozzallo,0.0,4680.0,1832.0,2614.0,1735.0,160.0,136.0,30.0,183358749.0
5360,Pozzilli,0.0,586.0,222.0,450.0,270.0,11.0,14.0,6.0,26070854.0
5361,Pozzo d'Adda,0.0,854.0,526.0,1612.0,1373.0,113.0,75.0,22.0,108965092.0
5362,Pozzol Groppo,0.0,67.0,38.0,65.0,58.0,6.0,4.0,4.0,5598347.0
5363,Pozzolengo,0.0,682.0,402.0,809.0,488.0,49.0,41.0,21.0,52324236.0
5364,Pozzoleone,0.0,474.0,299.0,747.0,428.0,13.0,11.0,7.0,38924794.0
5365,Pozzolo Formigaro,0.0,713.0,408.0,1212.0,930.0,57.0,17.0,13.0,73870577.0
5366,Pozzomaggiore,0.0,739.0,297.0,414.0,246.0,8.0,0.0,0.0,24046768.0
5367,Pozzonovo,0.0,615.0,368.0,1011.0,509.0,30.0,29.0,13.0,53270003.0
5368,Pozzuoli,0.0,14770.0,5166.0,9841.0,8238.0,726.0,626.0,190.0,765341952.0
5369,Pozzuolo Martesana,0.0,1192.0,704.0,2114.0,1980.0,166.0,101.0,50.0,156142278.0
5370,Pozzuolo del Friuli,0.0,1126.0,614.0,1846.0,1305.0,96.0,65.0,23.0,111139152.0
5371,Pradalunga,0.0,749.0,420.0,1371.0,735.0,49.0,34.0,16.0,70534170.0
5372,Pradamano,0.0,559.0,320.0,918.0,730.0,74.0,57.0,22.0,64909162.0
5373,Pradleves,0.0,53.0,34.0,65.0,29.0,0.0,0.0,0.0,3004026.0
5374,Pragelato,0.0,166.0,63.0,159.0,104.0,16.0,5.0,0.0,9911680.0
5375,Praia a Mare,0.0,1764.0,557.0,943.0,689.0,53.0,44.0,5.0,65352582.0
5376,Praiano,0.0,630.0,276.0,281.0,123.0,17.0,11.0,4.0,19974336.0
5377,Pralboino,0.0,496.0,251.0,770.0,381.0,36.0,22.0,8.0,39973970.0
5378,Prali,0.0,81.0,22.0,69.0,30.0,0.0,0.0,0.0,3033059.0
5379,Pralormo,0.0,347.0,174.0,475.0,290.0,23.0,16.0,11.0,28410306.0
5380,Pralungo,0.0,431.0,238.0,713.0,353.0,30.0,30.0,7.0,36693955.0
5381,Pramaggiore,0.0,855.0,457.0,1271.0,629.0,33.0,28.0,9.0,62571183.0
5382,Pramollo,0.0,41.0,23.0,69.0,34.0,0.0,0.0,0.0,3015349.0
5383,Prarolo,0.0,115.0,64.0,203.0,130.0,7.0,8.0,0.0,10862815.0
5384,Prarostino,0.0,241.0,127.0,298.0,199.0,22.0,19.0,7.0,20172890.0
5385,Prasco,0.0,114.0,55.0,119.0,66.0,4.0,4.0,0.0,6365795.0
5386,Prascorsano,0.0,117.0,75.0,197.0,121.0,10.0,0.0,4.0,10905802.0
5387,Prata Camportaccio,0.0,695.0,259.0,553.0,355.0,36.0,13.0,5.0,33800546.0
5388,Prata Sannita,0.0,411.0,125.0,223.0,101.0,5.0,4.0,0.0,11696024.0
5389,Prata d'Ansidonia,0.0,107.0,50.0,99.0,76.0,0.0,0.0,0.0,5629359.0
5390,Prata di Pordenone,0.0,1345.0,709.0,2437.0,1209.0,97.0,62.0,47.0,130726946.0
5391,Prata di Principato Ultra,0.0,667.0,228.0,489.0,294.0,13.0,12.0,4.0,28153742.0
5392,Pratella,0.0,388.0,160.0,256.0,116.0,6.0,4.0,0.0,13589095.0
5393,Pratiglione,0.0,78.0,33.0,141.0,68.0,0.0,4.0,0.0,6311563.0
5394,Prato,13.0,43589.0,20006.0,45616.0,28448.0,2858.0,2068.0,1188.0,3016581574.0
5395,Prato Carnico,0.0,226.0,96.0,266.0,121.0,10.0,0.0,0.0,12049927.0
5396,Prato Sesia,0.0,274.0,187.0,605.0,334.0,21.0,14.0,9.0,31333681.0
5397,Prato allo Stelvio/Prad am Stilfserjoch,0.0,913.0,396.0,871.0,705.0,39.0,35.0,28.0,61112456.0
5398,Pratola Peligna,4.0,1881.0,741.0,1286.0,977.0,55.0,37.0,14.0,84591145.0
5399,Pratola Serra,0.0,842.0,268.0,651.0,396.0,26.0,17.0,5.0,37200027.0
5400,Pratovecchio Stia,0.0,1050.0,588.0,1505.0,851.0,63.0,45.0,23.0,84681521.0
5401,Pravisdomini,0.0,579.0,304.0,933.0,424.0,23.0,25.0,8.0,44785638.0
5402,Pray,0.0,280.0,205.0,741.0,293.0,22.0,17.0,8.0,32878130.0
5403,Prazzo,0.0,64.0,27.0,25.0,21.0,0.0,0.0,0.0,1742101.0
5404,Precenicco,0.0,316.0,173.0,395.0,216.0,14.0,9.0,0.0,20765833.0
5405,Preci,0.0,164.0,72.0,162.0,70.0,5.0,4.0,0.0,8015074.0
5406,Predaia,0.0,2197.0,676.0,1674.0,1180.0,104.0,73.0,34.0,109622740.0
5407,Predappio,0.0,1129.0,733.0,1944.0,845.0,54.0,51.0,16.0,93447054.0
5408,Predazzo,4.0,944.0,524.0,1149.0,914.0,77.0,67.0,32.0,82931688.0
5409,Predoi/Prettau,0.0,135.0,49.0,138.0,113.0,5.0,5.0,0.0,8766044.0
5410,Predore,0.0,382.0,154.0,462.0,376.0,47.0,34.0,14.0,34515468.0
5411,Predosa,0.0,375.0,162.0,487.0,387.0,34.0,14.0,4.0,31035887.0
5412,Preganziol,0.0,2678.0,1448.0,3950.0,3382.0,323.0,225.0,121.0,292912085.0
5413,Pregnana Milanese,0.0,1085.0,543.0,1738.0,1648.0,169.0,91.0,29.0,129167508.0
5414,Prelà,0.0,129.0,48.0,72.0,48.0,5.0,0.0,0.0,4510381.0
5415,Premana,0.0,367.0,204.0,611.0,320.0,50.0,28.0,8.0,34980552.0
5416,Premariacco,0.0,705.0,398.0,1131.0,745.0,57.0,32.0,14.0,65329776.0
5417,Premeno,0.0,152.0,82.0,181.0,118.0,16.0,5.0,0.0,10997423.0
